RECEITAS,UF,VALOR,DATA
TOTAL GERAL,MS,756406216.9081,2017-10-31
TOTAL GERAL,MT,1151787024.8716645,2017-10-31
TOTAL GERAL,PA,1053851651.3115758,2017-10-31
TOTAL GERAL,PB,564652646.882025,2017-10-31
TOTAL GERAL,PE,2366380891.6823206,2017-10-31
TOTAL GERAL,PI,393611565.94355863,2017-10-31
TOTAL GERAL,PR,5812801581.951406,2017-10-31
TOTAL GERAL,RJ,21652184673.07618,2017-10-31
TOTAL GERAL,RN,570243322.9107641,2017-10-31
TOTAL GERAL,RO,381828027.200606,2017-10-31
TOTAL GERAL,RR,98027621.73697335,2017-10-31
TOTAL GERAL,RS,6319540174.515097,2017-10-31
TOTAL GERAL,SC,4774031791.439999,2017-10-31
TOTAL GERAL,SE,359328011.6453273,2017-10-31
TOTAL GERAL,SP,48601960122.5286,2017-10-31
TOTAL GERAL,TO,232996446.15810153,2017-10-31
TOTAL GERAL,AC,127857224.10450695,2017-11-30
TOTAL GERAL,AL,419106366.2381239,2017-11-30
TOTAL GERAL,AM,1274133939.387509,2017-11-30
TOTAL GERAL,AP,133793213.18619184,2017-11-30
TOTAL GERAL,BA,2757850665.5420823,2017-11-30
TOTAL GERAL,CE,1772856602.2598047,2017-11-30
TOTAL GERAL,DF,11156699915.197617,2017-11-30
TOTAL GERAL,ES,1623348234.1073358,2017-11-30
TOTAL GERAL,GO,1451135323.8391638,2017-11-30
TOTAL GERAL,MA,762460837.6935833,2017-11-30
TOTAL GERAL,MG,6161535372.384757,2017-11-30
TOTAL GERAL,MS,694331814.2594295,2017-11-30
TOTAL GERAL,MT,938379378.3113643,2017-11-30
TOTAL GERAL,PA,1074451126.724023,2017-11-30
TOTAL GERAL,PB,615375620.687918,2017-11-30
TOTAL GERAL,PE,2296207902.4975224,2017-11-30
TOTAL GERAL,PI,385382941.9505804,2017-11-30
TOTAL GERAL,PR,5521109143.211564,2017-11-30
TOTAL GERAL,RJ,19728642108.518032,2017-11-30
TOTAL GERAL,RN,538139511.2754357,2017-11-30
TOTAL GERAL,RO,291006304.2863207,2017-11-30
TOTAL GERAL,RR,114210367.301029,2017-11-30
TOTAL GERAL,RS,5722136876.735605,2017-11-30
TOTAL GERAL,SC,4393960022.79414,2017-11-30
TOTAL GERAL,SE,380504891.88700426,2017-11-30
TOTAL GERAL,SP,44522135850.80006,2017-11-30
TOTAL GERAL,TO,231933344.10929036,2017-11-30
TOTAL GERAL,AC,146166110.79145238,2017-12-31
TOTAL GERAL,AL,477585814.8089177,2017-12-31
TOTAL GERAL,AM,1299108612.9260623,2017-12-31
TOTAL GERAL,AP,124959399.94302179,2017-12-31
TOTAL GERAL,BA,2941710944.1154404,2017-12-31
TOTAL GERAL,CE,1986420341.2405324,2017-12-31
TOTAL GERAL,DF,11963945997.04138,2017-12-31
TOTAL GERAL,ES,1719074213.4373655,2017-12-31
TOTAL GERAL,GO,1713208124.820207,2017-12-31
TOTAL GERAL,MA,824909244.1761463,2017-12-31
TOTAL GERAL,MG,6972973578.705138,2017-12-31
TOTAL GERAL,MS,743996434.6183909,2017-12-31
TOTAL GERAL,MT,942980755.2195364,2017-12-31
TOTAL GERAL,PA,1090961089.384361,2017-12-31
TOTAL GERAL,PB,686251766.0161874,2017-12-31
TOTAL GERAL,PE,2455930168.8040094,2017-12-31
TOTAL GERAL,PI,410530165.1547401,2017-12-31
TOTAL GERAL,PR,6396273907.362676,2017-12-31
TOTAL GERAL,RJ,21429579759.056374,2017-12-31
TOTAL GERAL,RN,574506058.0265844,2017-12-31
TOTAL GERAL,RO,300957694.8339585,2017-12-31
TOTAL GERAL,RR,138987510.90926683,2017-12-31
TOTAL GERAL,RS,6751732195.493936,2017-12-31
TOTAL GERAL,SC,4857745185.50138,2017-12-31
TOTAL GERAL,SE,453400381.9605632,2017-12-31
TOTAL GERAL,SP,60235294433.11033,2017-12-31
TOTAL GERAL,TO,202358664.10203373,2017-12-31
TOTAL GERAL,AC,126944059.85720271,2018-01-31
TOTAL GERAL,AL,403538982.4139663,2018-01-31
TOTAL GERAL,AM,1330354406.2386882,2018-01-31
TOTAL GERAL,AP,123488042.46982285,2018-01-31
TOTAL GERAL,BA,2945897894.6554837,2018-01-31
TOTAL GERAL,CE,2378786534.4683423,2018-01-31
TOTAL GERAL,DF,10731091800.28073,2018-01-31
TOTAL GERAL,ES,2238548145.8670683,2018-01-31
TOTAL GERAL,GO,2042089073.027636,2018-01-31
TOTAL GERAL,MA,799490407.5506053,2018-01-31
TOTAL GERAL,MG,9044615804.09463,2018-01-31
TOTAL GERAL,MS,717679310.089605,2018-01-31
TOTAL GERAL,MT,1034380345.3427579,2018-01-31
TOTAL GERAL,PA,1131816927.29984,2018-01-31
TOTAL GERAL,PB,639016340.4890765,2018-01-31
TOTAL GERAL,PE,2462858012.376963,2018-01-31
TOTAL GERAL,PI,447943480.0404131,2018-01-31
TOTAL GERAL,PR,6568867217.324293,2018-01-31
TOTAL GERAL,RJ,30383190148.76831,2018-01-31
TOTAL GERAL,RN,606870245.7289343,2018-01-31
TOTAL GERAL,RO,322031159.38294375,2018-01-31
TOTAL GERAL,RR,112070280.2222431,2018-01-31
TOTAL GERAL,RS,7465546930.481902,2018-01-31
TOTAL GERAL,SC,5591022698.169425,2018-01-31
TOTAL GERAL,SE,423949713.83225155,2018-01-31
TOTAL GERAL,SP,65308702419.84282,2018-01-31
TOTAL GERAL,TO,238704499.86404204,2018-01-31
TOTAL GERAL,AC,103352756.08218919,2018-02-28
TOTAL GERAL,AL,353666048.78606504,2018-02-28
TOTAL GERAL,AM,994456860.2667105,2018-02-28
TOTAL GERAL,AP,137789021.27954844,2018-02-28
TOTAL GERAL,BA,2314626190.0701427,2018-02-28
TOTAL GERAL,CE,1569071278.6816828,2018-02-28
TOTAL GERAL,DF,9044608364.567055,2018-02-28
TOTAL GERAL,ES,1388405286.0544012,2018-02-28
TOTAL GERAL,GO,1286764152.943951,2018-02-28
TOTAL GERAL,MA,647413956.1165714,2018-02-28
TOTAL GERAL,MG,5799965720.446193,2018-02-28
TOTAL GERAL,MS,532216021.62347645,2018-02-28
TOTAL GERAL,MT,723772595.6279677,2018-02-28
TOTAL GERAL,PA,942713525.3208488,2018-02-28
TOTAL GERAL,PB,525650859.0127621,2018-02-28
TOTAL GERAL,PE,1900690577.8223956,2018-02-28
TOTAL GERAL,PI,323002663.1669241,2018-02-28
TOTAL GERAL,PR,4703312320.777215,2018-02-28
TOTAL GERAL,RJ,16539090951.390507,2018-02-28
TOTAL GERAL,RN,465185194.2762667,2018-02-28
TOTAL GERAL,RO,245782951.12707797,2018-02-28
TOTAL GERAL,RR,93037959.49315736,2018-02-28
TOTAL GERAL,RS,5131443754.305698,2018-02-28
TOTAL GERAL,SC,4027373698.7186956,2018-02-28
TOTAL GERAL,SE,336402514.26713485,2018-02-28
TOTAL GERAL,SP,44718827738.19579,2018-02-28
TOTAL GERAL,TO,273758794.61958575,2018-02-28
TOTAL GERAL,AC,102834329.61349662,2018-03-31
TOTAL GERAL,AL,330012591.80296427,2018-03-31
TOTAL GERAL,AM,1340573815.5419166,2018-03-31
TOTAL GERAL,AP,81179513.42555027,2018-03-31
TOTAL GERAL,BA,2233981605.4375105,2018-03-31
TOTAL GERAL,CE,1516843555.33585,2018-03-31
TOTAL GERAL,DF,9058240491.244967,2018-03-31
TOTAL GERAL,ES,1509818306.4289894,2018-03-31
TOTAL GERAL,GO,1302462969.1375623,2018-03-31
TOTAL GERAL,MA,772374420.6094275,2018-03-31
TOTAL GERAL,MG,5633323374.0060425,2018-03-31
TOTAL GERAL,MS,560928141.0591447,2018-03-31
TOTAL GERAL,MT,772518418.2195578,2018-03-31
TOTAL GERAL,PA,1070300329.3286604,2018-03-31
TOTAL GERAL,PB,509779935.318773,2018-03-31
TOTAL GERAL,PE,1898396466.5127633,2018-03-31
TOTAL GERAL,PI,329645477.77656317,2018-03-31
TOTAL GERAL,PR,5051621216.04641,2018-03-31
TOTAL GERAL,RJ,18025783858.49957,2018-03-31
TOTAL GERAL,RN,465850689.53056484,2018-03-31
TOTAL GERAL,RO,296370090.7203079,2018-03-31
TOTAL GERAL,RR,101767488.9125835,2018-03-31
TOTAL GERAL,RS,5137615167.863398,2018-03-31
TOTAL GERAL,SC,4114176413.374456,2018-03-31
TOTAL GERAL,SE,329909412.23415667,2018-03-31
TOTAL GERAL,SP,42920270339.07408,2018-03-31
TOTAL GERAL,TO,192593046.84474367,2018-03-31
TOTAL GERAL,AC,118689671.92120513,2018-04-30
TOTAL GERAL,AL,447812966.70309657,2018-04-30
TOTAL GERAL,AM,1116444531.8128953,2018-04-30
TOTAL GERAL,AP,96061334.79525366,2018-04-30
TOTAL GERAL,BA,2902464483.2560997,2018-04-30
TOTAL GERAL,CE,1978280701.3353577,2018-04-30
TOTAL GERAL,DF,9785763245.205587,2018-04-30
TOTAL GERAL,ES,1834258981.1142266,2018-04-30
TOTAL GERAL,GO,1638548465.9105685,2018-04-30
TOTAL GERAL,MA,920788609.1361027,2018-04-30
TOTAL GERAL,MG,7069016338.593154,2018-04-30
TOTAL GERAL,MS,769237386.6133201,2018-04-30
TOTAL GERAL,MT,1023340310.4496199,2018-04-30
TOTAL GERAL,PA,1120783100.5997725,2018-04-30
TOTAL GERAL,PB,639274230.996127,2018-04-30
TOTAL GERAL,PE,2364960749.7716737,2018-04-30
TOTAL GERAL,PI,427732129.6345868,2018-04-30
TOTAL GERAL,PR,6338244783.241435,2018-04-30
TOTAL GERAL,RJ,25873822309.52134,2018-04-30
TOTAL GERAL,RN,622098959.6958681,2018-04-30
TOTAL GERAL,RO,309831500.7546026,2018-04-30
TOTAL GERAL,RR,123098196.25122741,2018-04-30
TOTAL GERAL,RS,6706562412.391399,2018-04-30
TOTAL GERAL,SC,5135441580.343965,2018-04-30
TOTAL GERAL,SE,451525030.6815943,2018-04-30
TOTAL GERAL,SP,50749260372.017456,2018-04-30
TOTAL GERAL,TO,243136681.92246366,2018-04-30
TOTAL GERAL,AC,111735934.66636078,2018-05-31
TOTAL GERAL,AL,359714589.30149424,2018-05-31
TOTAL GERAL,AM,1042309978.0227573,2018-05-31
TOTAL GERAL,AP,88769618.98605317,2018-05-31
TOTAL GERAL,BA,2387886974.387773,2018-05-31
TOTAL GERAL,CE,1888975394.1861339,2018-05-31
TOTAL GERAL,DF,9412435397.158636,2018-05-31
TOTAL GERAL,ES,1557239415.0394688,2018-05-31
TOTAL GERAL,GO,1408047651.3002818,2018-05-31
TOTAL GERAL,MA,578760227.5521806,2018-05-31
TOTAL GERAL,MG,5790809414.423593,2018-05-31
TOTAL GERAL,MS,642422331.7095276,2018-05-31
TOTAL GERAL,MT,829421517.4399085,2018-05-31
TOTAL GERAL,PA,965509955.9949732,2018-05-31
TOTAL GERAL,PB,542849684.3625042,2018-05-31
TOTAL GERAL,PE,2114996917.6824968,2018-05-31
TOTAL GERAL,PI,376693849.35606563,2018-05-31
TOTAL GERAL,PR,5104613344.774892,2018-05-31
TOTAL GERAL,RJ,18325072882.639374,2018-05-31
TOTAL GERAL,RN,498037300.1556236,2018-05-31
TOTAL GERAL,RO,254213972.5589843,2018-05-31
TOTAL GERAL,RR,104696518.76218843,2018-05-31
TOTAL GERAL,RS,5439673320.792763,2018-05-31
TOTAL GERAL,SC,4166824386.6228843,2018-05-31
TOTAL GERAL,SE,365149876.62128466,2018-05-31
TOTAL GERAL,SP,41628956520.42253,2018-05-31
TOTAL GERAL,TO,206544024.229264,2018-05-31
TOTAL GERAL,AC,108407797.6112023,2018-06-30
TOTAL GERAL,AL,339795336.28465444,2018-06-30
TOTAL GERAL,AM,1109933877.2685356,2018-06-30
TOTAL GERAL,AP,85512888.89681093,2018-06-30
TOTAL GERAL,BA,2332510547.1435833,2018-06-30
TOTAL GERAL,CE,1754739613.4557996,2018-06-30
TOTAL GERAL,DF,9740326292.307253,2018-06-30
TOTAL GERAL,ES,1636698871.4978342,2018-06-30
TOTAL GERAL,GO,1322733741.4700558,2018-06-30
TOTAL GERAL,MA,620766645.3620522,2018-06-30
TOTAL GERAL,MG,5957781268.715003,2018-06-30
TOTAL GERAL,MS,633668640.7211027,2018-06-30
TOTAL GERAL,MT,820393594.7859339,2018-06-30
TOTAL GERAL,PA,976685955.3359742,2018-06-30
TOTAL GERAL,PB,541136523.8818396,2018-06-30
TOTAL GERAL,PE,2084335901.0198376,2018-06-30
TOTAL GERAL,PI,367023224.41091067,2018-06-30
TOTAL GERAL,PR,5048694950.543057,2018-06-30
TOTAL GERAL,RJ,19386233291.595737,2018-06-30
TOTAL GERAL,RN,484944688.1535427,2018-06-30
TOTAL GERAL,RO,249641301.48846775,2018-06-30
TOTAL GERAL,RR,93003952.76762222,2018-06-30
TOTAL GERAL,RS,5596632376.065986,2018-06-30
TOTAL GERAL,SC,4396651166.836259,2018-06-30
TOTAL GERAL,SE,366993340.3120593,2018-06-30
TOTAL GERAL,SP,44581135687.44207,2018-06-30
TOTAL GERAL,TO,218655581.63682896,2018-06-30
TOTAL GERAL,AC,125795256.74156107,2018-07-31
TOTAL GERAL,AL,387131604.23999244,2018-07-31
TOTAL GERAL,AM,1149922808.7622683,2018-07-31
TOTAL GERAL,AP,97987272.34543552,2018-07-31
TOTAL GERAL,BA,2943538079.8710217,2018-07-31
TOTAL GERAL,CE,1806977187.7710264,2018-07-31
TOTAL GERAL,DF,9554855126.887907,2018-07-31
TOTAL GERAL,ES,1799643072.264281,2018-07-31
TOTAL GERAL,GO,1554205924.794061,2018-07-31
TOTAL GERAL,MA,656413472.2959192,2018-07-31
TOTAL GERAL,MG,6945624751.254605,2018-07-31
TOTAL GERAL,MS,687249719.3132168,2018-07-31
TOTAL GERAL,MT,960043439.3978634,2018-07-31
TOTAL GERAL,PA,1121378687.587685,2018-07-31
TOTAL GERAL,PB,599588985.4421084,2018-07-31
TOTAL GERAL,PE,2416187273.844188,2018-07-31
TOTAL GERAL,PI,410207492.4216639,2018-07-31
TOTAL GERAL,PR,5866523474.118147,2018-07-31
TOTAL GERAL,RJ,29296511540.353264,2018-07-31
TOTAL GERAL,RN,555723817.458173,2018-07-31
TOTAL GERAL,RO,292729773.89694047,2018-07-31
TOTAL GERAL,RR,107285213.65748325,2018-07-31
TOTAL GERAL,RS,6368227092.902995,2018-07-31
TOTAL GERAL,SC,5024246888.273882,2018-07-31
TOTAL GERAL,SE,384701201.63167346,2018-07-31
TOTAL GERAL,SP,48263906388.80604,2018-07-31
TOTAL GERAL,TO,238324734.4166009,2018-07-31
TOTAL GERAL,AC,115133288.57035813,2018-08-31
TOTAL GERAL,AL,364555510.59216267,2018-08-31
TOTAL GERAL,AM,1156593134.0136745,2018-08-31
TOTAL GERAL,AP,77517998.36247042,2018-08-31
TOTAL GERAL,BA,2551274105.22141,2018-08-31
TOTAL GERAL,CE,1646689102.4142127,2018-08-31
TOTAL GERAL,DF,9380499506.492207,2018-08-31
TOTAL GERAL,ES,1702749025.9614985,2018-08-31
TOTAL GERAL,GO,1407378641.8647988,2018-08-31
TOTAL GERAL,MA,641350739.7937212,2018-08-31
TOTAL GERAL,MG,6371654257.519426,2018-08-31
TOTAL GERAL,MS,620280794.7394979,2018-08-31
TOTAL GERAL,MT,872753537.1923205,2018-08-31
TOTAL GERAL,PA,1040581828.7215047,2018-08-31
TOTAL GERAL,PB,560429957.2955866,2018-08-31
TOTAL GERAL,PE,2037986644.316164,2018-08-31
TOTAL GERAL,PI,404835670.2522156,2018-08-31
TOTAL GERAL,PR,5360439878.930515,2018-08-31
TOTAL GERAL,RJ,18136334197.23946,2018-08-31
TOTAL GERAL,RN,505287397.50920767,2018-08-31
TOTAL GERAL,RO,261216076.5431774,2018-08-31
TOTAL GERAL,RR,98410434.2371504,2018-08-31
TOTAL GERAL,RS,5709965893.542014,2018-08-31
TOTAL GERAL,SC,4706187337.655,2018-08-31
TOTAL GERAL,SE,373732648.36233205,2018-08-31
TOTAL GERAL,SP,43425452086.08248,2018-08-31
TOTAL GERAL,TO,221816100.06543675,2018-08-31
TOTAL GERAL,AC,144858880.45791182,2018-09-30
TOTAL GERAL,AL,411443920.14818317,2018-09-30
TOTAL GERAL,AM,1233688821.9079053,2018-09-30
TOTAL GERAL,AP,100744168.56440172,2018-09-30
TOTAL GERAL,BA,2799002499.914386,2018-09-30
TOTAL GERAL,CE,1815688193.2412968,2018-09-30
TOTAL GERAL,DF,8358811717.782496,2018-09-30
TOTAL GERAL,ES,1866424138.159088,2018-09-30
TOTAL GERAL,GO,1755475296.2785287,2018-09-30
TOTAL GERAL,MA,880227923.5084407,2018-09-30
TOTAL GERAL,MG,6931833079.268444,2018-09-30
TOTAL GERAL,MS,894186500.2118664,2018-09-30
TOTAL GERAL,MT,1154576461.9015057,2018-09-30
TOTAL GERAL,PA,1220914752.1532736,2018-09-30
TOTAL GERAL,PB,680854713.7502246,2018-09-30
TOTAL GERAL,PE,2303609791.1569896,2018-09-30
TOTAL GERAL,PI,441391200.0571389,2018-09-30
TOTAL GERAL,PR,5682919109.126108,2018-09-30
TOTAL GERAL,RJ,18527382757.51423,2018-09-30
TOTAL GERAL,RN,607265081.7865118,2018-09-30
TOTAL GERAL,RO,310047325.3396875,2018-09-30
TOTAL GERAL,RR,115831556.92328262,2018-09-30
TOTAL GERAL,RS,5961752010.073725,2018-09-30
TOTAL GERAL,SC,4865790978.221777,2018-09-30
TOTAL GERAL,SE,404646286.9933762,2018-09-30
TOTAL GERAL,SP,40903692293.37936,2018-09-30
TOTAL GERAL,TO,290510662.65987337,2018-09-30
TOTAL GERAL,AC,176984367.83414304,2018-10-31
TOTAL GERAL,AL,503148615.0018243,2018-10-31
TOTAL GERAL,AM,1202748531.279081,2018-10-31
TOTAL GERAL,AP,138479822.9482937,2018-10-31
TOTAL GERAL,BA,3131595894.5933824,2018-10-31
TOTAL GERAL,CE,2041506649.4567437,2018-10-31
TOTAL GERAL,DF,8532604243.477978,2018-10-31
TOTAL GERAL,ES,2058526993.5202057,2018-10-31
TOTAL GERAL,GO,1845411974.53485,2018-10-31
TOTAL GERAL,MA,1143268786.3748453,2018-10-31
TOTAL GERAL,MG,7810275265.137729,2018-10-31
TOTAL GERAL,MS,891353240.5317154,2018-10-31
TOTAL GERAL,MT,1290715859.3956935,2018-10-31
TOTAL GERAL,PA,1351452743.1858315,2018-10-31
TOTAL GERAL,PB,777193037.2400734,2018-10-31
TOTAL GERAL,PE,2432838651.386259,2018-10-31
TOTAL GERAL,PI,565802047.8559588,2018-10-31
TOTAL GERAL,PR,6280047088.408545,2018-10-31
TOTAL GERAL,RJ,29599860498.618793,2018-10-31
TOTAL GERAL,RN,688545725.7593219,2018-10-31
TOTAL GERAL,RO,507970209.6440869,2018-10-31
TOTAL GERAL,RR,127791496.42023669,2018-10-31
TOTAL GERAL,RS,6553532518.9333,2018-10-31
TOTAL GERAL,SC,5565702055.625132,2018-10-31
TOTAL GERAL,SE,445911889.51124793,2018-10-31
TOTAL GERAL,SP,45903035516.768265,2018-10-31
TOTAL GERAL,TO,314105900.4664726,2018-10-31
TOTAL GERAL,AC,164550561.3412607,2018-11-30
TOTAL GERAL,AL,495688571.3747013,2018-11-30
TOTAL GERAL,AM,1286089720.676117,2018-11-30
TOTAL GERAL,AP,134655590.66491646,2018-11-30
TOTAL GERAL,BA,3041922355.151752,2018-11-30
TOTAL GERAL,CE,1935468112.9533863,2018-11-30
TOTAL GERAL,DF,10152480288.167334,2018-11-30
TOTAL GERAL,ES,1950209895.2931395,2018-11-30
TOTAL GERAL,GO,1698744306.8386683,2018-11-30
TOTAL GERAL,MA,854816841.8143148,2018-11-30
TOTAL GERAL,MG,7880490439.047316,2018-11-30
TOTAL GERAL,MS,871753215.3725052,2018-11-30
TOTAL GERAL,MT,1137882389.6915567,2018-11-30
TOTAL GERAL,PA,1378511723.0639496,2018-11-30
TOTAL GERAL,PB,761559579.140319,2018-11-30
TOTAL GERAL,PE,2499168085.6892066,2018-11-30
TOTAL GERAL,PI,531874509.4502255,2018-11-30
TOTAL GERAL,PR,6013082249.410457,2018-11-30
TOTAL GERAL,RJ,19406711543.12521,2018-11-30
TOTAL GERAL,RN,667947194.2108843,2018-11-30
TOTAL GERAL,RO,347962298.62364715,2018-11-30
TOTAL GERAL,RR,141008285.71361774,2018-11-30
TOTAL GERAL,RS,6063567147.026812,2018-11-30
TOTAL GERAL,SC,5138199270.08713,2018-11-30
TOTAL GERAL,SE,448992237.3037865,2018-11-30
TOTAL GERAL,SP,44099894391.17882,2018-11-30
TOTAL GERAL,TO,317125199.61896724,2018-11-30
TOTAL GERAL,AC,273030086.1847555,2018-12-31
TOTAL GERAL,AL,593601629.6374675,2018-12-31
TOTAL GERAL,AM,1585533523.2797654,2018-12-31
TOTAL GERAL,AP,147354599.72628623,2018-12-31
TOTAL GERAL,BA,3607470983.2336063,2018-12-31
TOTAL GERAL,CE,2354222789.9932456,2018-12-31
TOTAL GERAL,DF,10933468996.70151,2018-12-31
TOTAL GERAL,ES,2231725136.814259,2018-12-31
TOTAL GERAL,GO,2173803309.5076857,2018-12-31
TOTAL GERAL,MA,1011116814.383076,2018-12-31
TOTAL GERAL,MG,9049279929.71954,2018-12-31
TOTAL GERAL,MS,1087960593.8559082,2018-12-31
TOTAL GERAL,MT,1466799554.8937252,2018-12-31
TOTAL GERAL,PA,1605206356.1920354,2018-12-31
TOTAL GERAL,PB,929601513.516009,2018-12-31
TOTAL GERAL,PE,2907497097.9416256,2018-12-31
TOTAL GERAL,PI,564615848.7986155,2018-12-31
TOTAL GERAL,PR,7166171402.231544,2018-12-31
TOTAL GERAL,RJ,20993146303.983784,2018-12-31
TOTAL GERAL,RN,783614013.0260644,2018-12-31
TOTAL GERAL,RO,446795537.8217462,2018-12-31
TOTAL GERAL,RR,184839210.13159066,2018-12-31
TOTAL GERAL,RS,7256109787.523253,2018-12-31
TOTAL GERAL,SC,6042832497.393865,2018-12-31
TOTAL GERAL,SE,559112003.7001166,2018-12-31
TOTAL GERAL,SP,55199520084.718315,2018-12-31
TOTAL GERAL,TO,374138715.6306194,2018-12-31
TOTAL GERAL,AC,160151140.7446772,2019-01-31
TOTAL GERAL,AL,508999022.6642788,2019-01-31
TOTAL GERAL,AM,1452167018.0037384,2019-01-31
TOTAL GERAL,AP,140286437.5205771,2019-01-31
TOTAL GERAL,BA,3473151371.667199,2019-01-31
TOTAL GERAL,CE,2216788387.625305,2019-01-31
TOTAL GERAL,DF,11361416320.675404,2019-01-31
TOTAL GERAL,ES,2783220084.245833,2019-01-31
TOTAL GERAL,GO,2065922799.5683537,2019-01-31
TOTAL GERAL,MA,1091879415.547585,2019-01-31
TOTAL GERAL,MG,11112518393.380041,2019-01-31
TOTAL GERAL,MS,851443103.2257441,2019-01-31
TOTAL GERAL,MT,1296493167.6595314,2019-01-31
TOTAL GERAL,PA,1489534413.6944776,2019-01-31
TOTAL GERAL,PB,790210506.7338696,2019-01-31
TOTAL GERAL,PE,2641885356.931159,2019-01-31
TOTAL GERAL,PI,612480310.3714273,2019-01-31
TOTAL GERAL,PR,7461494466.9225,2019-01-31
TOTAL GERAL,RJ,33176851200.081505,2019-01-31
TOTAL GERAL,RN,724512871.7984569,2019-01-31
TOTAL GERAL,RO,356790128.56053734,2019-01-31
TOTAL GERAL,RR,180001928.5783282,2019-01-31
TOTAL GERAL,RS,7408430640.015851,2019-01-31
TOTAL GERAL,SC,6204244460.883956,2019-01-31
TOTAL GERAL,SE,527768626.26375103,2019-01-31
TOTAL GERAL,SP,59988341068.14529,2019-01-31
TOTAL GERAL,TO,348538081.95061696,2019-01-31
TOTAL GERAL,AC,123695117.60381138,2019-02-28
TOTAL GERAL,AL,464452009.2300229,2019-02-28
TOTAL GERAL,AM,1348897144.4045072,2019-02-28
TOTAL GERAL,AP,109390695.96488516,2019-02-28
TOTAL GERAL,BA,2849205759.011493,2019-02-28
TOTAL GERAL,CE,1760401900.3755174,2019-02-28
TOTAL GERAL,DF,8093040088.966119,2019-02-28
TOTAL GERAL,ES,1761960128.3888655,2019-02-28
TOTAL GERAL,GO,1630286986.3530042,2019-02-28
TOTAL GERAL,MA,967428102.7701164,2019-02-28
TOTAL GERAL,MG,7391621937.968078,2019-02-28
TOTAL GERAL,MS,789263659.1525259,2019-02-28
TOTAL GERAL,MT,990780376.4689953,2019-02-28
TOTAL GERAL,PA,1315288915.836075,2019-02-28
TOTAL GERAL,PB,699154340.7516488,2019-02-28
TOTAL GERAL,PE,2155935156.6344995,2019-02-28
TOTAL GERAL,PI,473111701.07556677,2019-02-28
TOTAL GERAL,PR,5408192929.431581,2019-02-28
