RECEITAS,UF,VALOR,DATA
TOTAL GERAL,RJ,20125528486.18586,2019-02-28
TOTAL GERAL,RN,623543694.4431399,2019-02-28
TOTAL GERAL,RO,301998253.09039927,2019-02-28
TOTAL GERAL,RR,123470737.39326449,2019-02-28
TOTAL GERAL,RS,5755713492.670242,2019-02-28
TOTAL GERAL,SC,4919747360.35141,2019-02-28
TOTAL GERAL,SE,505675266.22180223,2019-02-28
TOTAL GERAL,SP,44086001449.48933,2019-02-28
TOTAL GERAL,TO,287794547.7872296,2019-02-28
TOTAL GERAL,AC,125879944.28075473,2019-03-31
TOTAL GERAL,AL,431431600.0273342,2019-03-31
TOTAL GERAL,AM,1401768700.600537,2019-03-31
TOTAL GERAL,AP,101741225.02613576,2019-03-31
TOTAL GERAL,BA,2792417125.948182,2019-03-31
TOTAL GERAL,CE,1756617065.6862373,2019-03-31
TOTAL GERAL,DF,8161504989.642105,2019-03-31
TOTAL GERAL,ES,1839559530.6913145,2019-03-31
TOTAL GERAL,GO,1635712102.845929,2019-03-31
TOTAL GERAL,MA,891981605.1471856,2019-03-31
TOTAL GERAL,MG,7157093043.124319,2019-03-31
TOTAL GERAL,MS,760073250.7790599,2019-03-31
TOTAL GERAL,MT,1030151502.7493023,2019-03-31
TOTAL GERAL,PA,1192961952.518665,2019-03-31
TOTAL GERAL,PB,671099653.8648832,2019-03-31
TOTAL GERAL,PE,2322767788.301275,2019-03-31
TOTAL GERAL,PI,436330848.84930754,2019-03-31
TOTAL GERAL,PR,5691144733.306609,2019-03-31
TOTAL GERAL,RJ,16419293007.146978,2019-03-31
TOTAL GERAL,RN,616546781.5531243,2019-03-31
TOTAL GERAL,RO,333667978.84806985,2019-03-31
TOTAL GERAL,RR,115321046.34642701,2019-03-31
TOTAL GERAL,RS,5581372773.468377,2019-03-31
TOTAL GERAL,SC,5032899472.173887,2019-03-31
TOTAL GERAL,SE,444317423.52383924,2019-03-31
TOTAL GERAL,SP,42656062213.173584,2019-03-31
TOTAL GERAL,TO,254348069.55658218,2019-03-31
TOTAL GERAL,AC,147469758.0688604,2019-04-30
TOTAL GERAL,AL,551040579.5717756,2019-04-30
TOTAL GERAL,AM,1417281204.9953568,2019-04-30
TOTAL GERAL,AP,118217253.57798237,2019-04-30
TOTAL GERAL,BA,3165355730.633803,2019-04-30
TOTAL GERAL,CE,2215423068.0982103,2019-04-30
TOTAL GERAL,DF,9044245928.132433,2019-04-30
TOTAL GERAL,ES,2052471048.5742621,2019-04-30
TOTAL GERAL,GO,1960992055.811594,2019-04-30
TOTAL GERAL,MA,1151339824.5110395,2019-04-30
TOTAL GERAL,MG,9429824131.079163,2019-04-30
TOTAL GERAL,MS,1001148894.985115,2019-04-30
TOTAL GERAL,MT,1311120331.2164793,2019-04-30
TOTAL GERAL,PA,1360625904.986729,2019-04-30
TOTAL GERAL,PB,828670095.6160355,2019-04-30
TOTAL GERAL,PE,2634443853.546991,2019-04-30
TOTAL GERAL,PI,581000265.5227482,2019-04-30
TOTAL GERAL,PR,6953616623.788764,2019-04-30
TOTAL GERAL,RJ,28002854263.527596,2019-04-30
TOTAL GERAL,RN,751354605.8518287,2019-04-30
TOTAL GERAL,RO,355893611.69492614,2019-04-30
TOTAL GERAL,RR,130659071.73171283,2019-04-30
TOTAL GERAL,RS,7311674831.658333,2019-04-30
TOTAL GERAL,SC,5758150218.957057,2019-04-30
TOTAL GERAL,SE,531485167.76667595,2019-04-30
TOTAL GERAL,SP,49961263143.746315,2019-04-30
TOTAL GERAL,TO,302024455.4582207,2019-04-30
TOTAL GERAL,AC,160266845.90279287,2019-05-31
TOTAL GERAL,AL,526989696.6489474,2019-05-31
TOTAL GERAL,AM,1324478944.4567802,2019-05-31
TOTAL GERAL,AP,137160580.89830342,2019-05-31
TOTAL GERAL,BA,3019153739.977806,2019-05-31
TOTAL GERAL,CE,1917998249.977918,2019-05-31
TOTAL GERAL,DF,9950765217.670156,2019-05-31
TOTAL GERAL,ES,1880905751.2629998,2019-05-31
TOTAL GERAL,GO,1752174873.6750739,2019-05-31
TOTAL GERAL,MA,995617205.9338297,2019-05-31
TOTAL GERAL,MG,7931296821.926292,2019-05-31
TOTAL GERAL,MS,855753811.8504401,2019-05-31
TOTAL GERAL,MT,1144023526.1094246,2019-05-31
TOTAL GERAL,PA,1345838284.5510678,2019-05-31
TOTAL GERAL,PB,767268838.9825482,2019-05-31
TOTAL GERAL,PE,2313512827.2157097,2019-05-31
TOTAL GERAL,PI,537342012.2229383,2019-05-31
TOTAL GERAL,PR,5792331165.256923,2019-05-31
TOTAL GERAL,RJ,16822258237.021868,2019-05-31
TOTAL GERAL,RN,668509668.9373446,2019-05-31
TOTAL GERAL,RO,314473645.1749751,2019-05-31
TOTAL GERAL,RR,138419084.97481152,2019-05-31
TOTAL GERAL,RS,5665327730.132193,2019-05-31
TOTAL GERAL,SC,5015914650.704772,2019-05-31
TOTAL GERAL,SE,498497088.45191115,2019-05-31
TOTAL GERAL,SP,41481489061.88218,2019-05-31
TOTAL GERAL,TO,320242008.1999904,2019-05-31
TOTAL GERAL,AC,172171956.12259907,2019-06-30
TOTAL GERAL,AL,512947206.39338887,2019-06-30
TOTAL GERAL,AM,1413358853.5006714,2019-06-30
TOTAL GERAL,AP,124283358.81029554,2019-06-30
TOTAL GERAL,BA,2923710499.590054,2019-06-30
TOTAL GERAL,CE,1962486138.1765792,2019-06-30
TOTAL GERAL,DF,9320123682.137825,2019-06-30
TOTAL GERAL,ES,1998619817.2956545,2019-06-30
TOTAL GERAL,GO,1765244174.900224,2019-06-30
TOTAL GERAL,MA,942846708.6140442,2019-06-30
TOTAL GERAL,MG,7538118567.195119,2019-06-30
TOTAL GERAL,MS,859015787.1900533,2019-06-30
TOTAL GERAL,MT,1193419782.6842222,2019-06-30
TOTAL GERAL,PA,1447632265.0147228,2019-06-30
TOTAL GERAL,PB,789860996.303245,2019-06-30
TOTAL GERAL,PE,2550966212.8227277,2019-06-30
TOTAL GERAL,PI,520657208.98360074,2019-06-30
TOTAL GERAL,PR,5904878081.450049,2019-06-30
TOTAL GERAL,RJ,20161354749.54249,2019-06-30
TOTAL GERAL,RN,684743399.5580164,2019-06-30
TOTAL GERAL,RO,324875171.7519098,2019-06-30
TOTAL GERAL,RR,138670571.05919683,2019-06-30
TOTAL GERAL,RS,5857667779.104625,2019-06-30
TOTAL GERAL,SC,5027827706.226087,2019-06-30
TOTAL GERAL,SE,509596030.487715,2019-06-30
TOTAL GERAL,SP,44964348735.52856,2019-06-30
TOTAL GERAL,TO,336972323.5163384,2019-06-30
TOTAL GERAL,AC,189784647.105842,2019-07-31
TOTAL GERAL,AL,523035671.901575,2019-07-31
TOTAL GERAL,AM,1721668248.23137,2019-07-31
TOTAL GERAL,AP,139289192.61564,2019-07-31
TOTAL GERAL,BA,3300481740.55437,2019-07-31
TOTAL GERAL,CE,2273818293.26031,2019-07-31
TOTAL GERAL,DF,9891502800.21414,2019-07-31
TOTAL GERAL,ES,2151988978.1004,2019-07-31
TOTAL GERAL,GO,1911779758.43228,2019-07-31
TOTAL GERAL,MA,1068808450.59791,2019-07-31
TOTAL GERAL,MG,8825873412.22386,2019-07-31
TOTAL GERAL,MS,919628851.682542,2019-07-31
TOTAL GERAL,MT,1299183350.90787,2019-07-31
TOTAL GERAL,PA,1503355518.73261,2019-07-31
TOTAL GERAL,PB,827254890.450159,2019-07-31
TOTAL GERAL,PE,2653975941.58189,2019-07-31
TOTAL GERAL,PI,553715436.44864,2019-07-31
TOTAL GERAL,PR,6483434744.11169,2019-07-31
TOTAL GERAL,RJ,29831759086.1404,2019-07-31
TOTAL GERAL,RN,735207749.806747,2019-07-31
TOTAL GERAL,RO,369978851.782077,2019-07-31
TOTAL GERAL,RR,152075369.875512,2019-07-31
TOTAL GERAL,RS,6721108222.85655,2019-07-31
TOTAL GERAL,SC,5556560599.83964,2019-07-31
TOTAL GERAL,SE,516903317.544069,2019-07-31
TOTAL GERAL,SP,47252045765.2339,2019-07-31
TOTAL GERAL,TO,360327022.748069,2019-07-31
TOTAL GERAL,AC,165257525.76343024,2019-08-31
TOTAL GERAL,AL,487591299.68332934,2019-08-31
TOTAL GERAL,AM,1445001744.3383262,2019-08-31
TOTAL GERAL,AP,130155951.45579825,2019-08-31
TOTAL GERAL,BA,2918374609.5368967,2019-08-31
TOTAL GERAL,CE,1878239936.4604473,2019-08-31
TOTAL GERAL,DF,11031954109.678047,2019-08-31
TOTAL GERAL,ES,1996080439.8151324,2019-08-31
TOTAL GERAL,GO,1661567889.1633635,2019-08-31
TOTAL GERAL,MA,1025670242.3790973,2019-08-31
TOTAL GERAL,MG,8444823366.519896,2019-08-31
TOTAL GERAL,MS,787753871.901268,2019-08-31
TOTAL GERAL,MT,1180435968.4393902,2019-08-31
TOTAL GERAL,PA,1444702768.6146028,2019-08-31
TOTAL GERAL,PB,756013453.2358747,2019-08-31
TOTAL GERAL,PE,2479328618.207986,2019-08-31
TOTAL GERAL,PI,548943323.8166274,2019-08-31
TOTAL GERAL,PR,5893794274.346084,2019-08-31
TOTAL GERAL,RJ,19785022809.52027,2019-08-31
TOTAL GERAL,RN,683571620.8777578,2019-08-31
TOTAL GERAL,RO,324930396.1149653,2019-08-31
TOTAL GERAL,RR,138837696.95733914,2019-08-31
TOTAL GERAL,RS,5657218786.529713,2019-08-31
TOTAL GERAL,SC,5293318793.254678,2019-08-31
TOTAL GERAL,SE,479144044.0658601,2019-08-31
TOTAL GERAL,SP,42976980759.97394,2019-08-31
TOTAL GERAL,TO,336634394.2898846,2019-08-31
TOTAL GERAL,AC,174012007.70590866,2019-09-30
TOTAL GERAL,AL,474348795.41076267,2019-09-30
TOTAL GERAL,AM,1407097064.2842126,2019-09-30
TOTAL GERAL,AP,131521873.64579442,2019-09-30
TOTAL GERAL,BA,2984295835.7302036,2019-09-30
TOTAL GERAL,CE,1959419823.7490416,2019-09-30
TOTAL GERAL,DF,9771800494.79957,2019-09-30
TOTAL GERAL,ES,1968795364.4753687,2019-09-30
TOTAL GERAL,GO,1795880525.2209983,2019-09-30
TOTAL GERAL,MA,1213557255.0016055,2019-09-30
TOTAL GERAL,MG,7769749100.899022,2019-09-30
TOTAL GERAL,MS,957715577.0014055,2019-09-30
TOTAL GERAL,MT,1328108637.7311552,2019-09-30
TOTAL GERAL,PA,1374782592.9589794,2019-09-30
TOTAL GERAL,PB,763091446.8555831,2019-09-30
TOTAL GERAL,PE,2447238586.259805,2019-09-30
TOTAL GERAL,PI,545503355.2933017,2019-09-30
TOTAL GERAL,PR,5924600959.49681,2019-09-30
TOTAL GERAL,RJ,17207936113.95223,2019-09-30
TOTAL GERAL,RN,646809704.0804745,2019-09-30
TOTAL GERAL,RO,319549513.1390386,2019-09-30
TOTAL GERAL,RR,131169301.85081187,2019-09-30
TOTAL GERAL,RS,5777420655.221294,2019-09-30
TOTAL GERAL,SC,5446081898.472532,2019-09-30
TOTAL GERAL,SE,476244565.84853256,2019-09-30
TOTAL GERAL,SP,40579285333.56307,2019-09-30
TOTAL GERAL,TO,357455660.47248536,2019-09-30
TOTAL GERAL,AC,174811404.85191387,2019-10-31
TOTAL GERAL,AL,515393778.5197806,2019-10-31
TOTAL GERAL,AM,1511709941.6636317,2019-10-31
TOTAL GERAL,AP,136423429.70769823,2019-10-31
TOTAL GERAL,BA,3301549759.6053853,2019-10-31
TOTAL GERAL,CE,2247782317.6072736,2019-10-31
TOTAL GERAL,DF,9264637842.827852,2019-10-31
TOTAL GERAL,ES,2291685502.1431055,2019-10-31
TOTAL GERAL,GO,1971707885.9860415,2019-10-31
TOTAL GERAL,MA,1296155758.8104289,2019-10-31
TOTAL GERAL,MG,8525872725.183812,2019-10-31
TOTAL GERAL,MS,970231516.4708093,2019-10-31
TOTAL GERAL,MT,1447782341.8052654,2019-10-31
TOTAL GERAL,PA,1592219268.115133,2019-10-31
TOTAL GERAL,PB,829787331.2719692,2019-10-31
TOTAL GERAL,PE,2835015348.273878,2019-10-31
TOTAL GERAL,PI,593590808.0047549,2019-10-31
TOTAL GERAL,PR,6624412315.8918915,2019-10-31
TOTAL GERAL,RJ,26287977497.13852,2019-10-31
TOTAL GERAL,RN,747200460.6132892,2019-10-31
TOTAL GERAL,RO,340824575.5469638,2019-10-31
TOTAL GERAL,RR,157528389.9276749,2019-10-31
TOTAL GERAL,RS,6706883025.839578,2019-10-31
TOTAL GERAL,SC,6123770402.483111,2019-10-31
TOTAL GERAL,SE,491584784.1004563,2019-10-31
TOTAL GERAL,SP,47811927141.43079,2019-10-31
TOTAL GERAL,TO,403928131.9389826,2019-10-31
TOTAL GERAL,AC,191274315.30077973,2019-11-30
TOTAL GERAL,AL,524776490.64584756,2019-11-30
TOTAL GERAL,AM,1332437391.940647,2019-11-30
TOTAL GERAL,AP,136111381.97050294,2019-11-30
TOTAL GERAL,BA,3190451027.873574,2019-11-30
TOTAL GERAL,CE,2181699276.195967,2019-11-30
TOTAL GERAL,DF,11693915237.823793,2019-11-30
TOTAL GERAL,ES,2094314174.5038948,2019-11-30
TOTAL GERAL,GO,1897963418.5836391,2019-11-30
TOTAL GERAL,MA,1041781208.8503265,2019-11-30
TOTAL GERAL,MG,8194747081.550853,2019-11-30
TOTAL GERAL,MS,946868887.8022854,2019-11-30
TOTAL GERAL,MT,1328425510.4402418,2019-11-30
TOTAL GERAL,PA,1556835244.7298417,2019-11-30
TOTAL GERAL,PB,896968814.1990681,2019-11-30
TOTAL GERAL,PE,2605403184.917698,2019-11-30
TOTAL GERAL,PI,601777518.0606757,2019-11-30
TOTAL GERAL,PR,6338287045.254542,2019-11-30
TOTAL GERAL,RJ,18400151902.128967,2019-11-30
TOTAL GERAL,RN,757425135.0399262,2019-11-30
TOTAL GERAL,RO,377323808.9082924,2019-11-30
TOTAL GERAL,RR,167959868.14542267,2019-11-30
TOTAL GERAL,RS,5988267591.007849,2019-11-30
TOTAL GERAL,SC,5423860788.103108,2019-11-30
TOTAL GERAL,SE,505769254.9130845,2019-11-30
TOTAL GERAL,SP,46410295930.54175,2019-11-30
TOTAL GERAL,TO,375900650.767419,2019-11-30
TOTAL GERAL,AC,292228589.61505765,2019-12-31
TOTAL GERAL,AL,571185866.8666456,2019-12-31
TOTAL GERAL,AM,1610214666.598295,2019-12-31
TOTAL GERAL,AP,178808702.80269924,2019-12-31
TOTAL GERAL,BA,3913982395.571114,2019-12-31
TOTAL GERAL,CE,2483303513.906166,2019-12-31
TOTAL GERAL,DF,11324072765.36462,2019-12-31
TOTAL GERAL,ES,2260172173.5693545,2019-12-31
TOTAL GERAL,GO,2110645943.3602178,2019-12-31
TOTAL GERAL,MA,1130932984.5417438,2019-12-31
TOTAL GERAL,MG,9171582405.483665,2019-12-31
TOTAL GERAL,MS,1212800656.5970197,2019-12-31
TOTAL GERAL,MT,1762623446.3867292,2019-12-31
TOTAL GERAL,PA,1980676633.8307676,2019-12-31
TOTAL GERAL,PB,1036821111.1252834,2019-12-31
TOTAL GERAL,PE,3206734752.8577623,2019-12-31
TOTAL GERAL,PI,610674854.6631913,2019-12-31
TOTAL GERAL,PR,7996768456.658516,2019-12-31
TOTAL GERAL,RJ,21041665922.58823,2019-12-31
TOTAL GERAL,RN,842236011.8726088,2019-12-31
TOTAL GERAL,RO,485625169.3701118,2019-12-31
TOTAL GERAL,RR,226423296.91388562,2019-12-31
TOTAL GERAL,RS,7509903725.796685,2019-12-31
TOTAL GERAL,SC,6526541321.896273,2019-12-31
TOTAL GERAL,SE,714171705.3419694,2019-12-31
TOTAL GERAL,SP,56950139810.801094,2019-12-31
TOTAL GERAL,TO,349784534.3903137,2019-12-31
TOTAL GERAL,AC,177301568.20931605,2020-01-31
TOTAL GERAL,AL,582079739.3392081,2020-01-31
TOTAL GERAL,AM,1603915276.2437208,2020-01-31
TOTAL GERAL,AP,151944442.86161768,2020-01-31
TOTAL GERAL,BA,3461202680.850306,2020-01-31
TOTAL GERAL,CE,2809246401.2162647,2020-01-31
TOTAL GERAL,DF,11309466854.341963,2020-01-31
TOTAL GERAL,ES,2761812584.039847,2020-01-31
TOTAL GERAL,GO,2180415288.5798464,2020-01-31
TOTAL GERAL,MA,1196866293.1179645,2020-01-31
TOTAL GERAL,MG,12399081571.09277,2020-01-31
TOTAL GERAL,MS,990414147.9741632,2020-01-31
TOTAL GERAL,MT,1528176273.0165899,2020-01-31
TOTAL GERAL,PA,1773648306.0415995,2020-01-31
TOTAL GERAL,PB,931551241.6842881,2020-01-31
TOTAL GERAL,PE,2927270691.4802904,2020-01-31
TOTAL GERAL,PI,735352973.8484935,2020-01-31
TOTAL GERAL,PR,7758478809.658573,2020-01-31
TOTAL GERAL,RJ,34886487600.36402,2020-01-31
TOTAL GERAL,RN,906121107.35654,2020-01-31
TOTAL GERAL,RO,385162045.5309471,2020-01-31
TOTAL GERAL,RR,163800511.69867498,2020-01-31
TOTAL GERAL,RS,8058427447.794403,2020-01-31
TOTAL GERAL,SC,6605653490.280696,2020-01-31
TOTAL GERAL,SE,571538504.332798,2020-01-31
TOTAL GERAL,SP,67756193358.24445,2020-01-31
TOTAL GERAL,TO,378956156.6006328,2020-01-31
TOTAL GERAL,AC,153095359.6719262,2020-02-29
TOTAL GERAL,AL,512304160.18761444,2020-02-29
TOTAL GERAL,AM,1417264176.812503,2020-02-29
TOTAL GERAL,AP,129451447.93490075,2020-02-29
TOTAL GERAL,BA,2897900872.0964775,2020-02-29
TOTAL GERAL,CE,2004605257.9424236,2020-02-29
TOTAL GERAL,DF,8644249365.569607,2020-02-29
TOTAL GERAL,ES,1859495214.969484,2020-02-29
TOTAL GERAL,GO,1689098251.0619502,2020-02-29
TOTAL GERAL,MA,977879154.259414,2020-02-29
TOTAL GERAL,MG,7689562227.973127,2020-02-29
TOTAL GERAL,MS,819683538.3276556,2020-02-29
TOTAL GERAL,MT,1205851114.3549733,2020-02-29
TOTAL GERAL,PA,1526973085.6830046,2020-02-29
TOTAL GERAL,PB,815413897.8138756,2020-02-29
TOTAL GERAL,PE,2384862680.4633517,2020-02-29
TOTAL GERAL,PI,607291521.9639847,2020-02-29
TOTAL GERAL,PR,5594544664.668961,2020-02-29
TOTAL GERAL,RJ,18303087351.299835,2020-02-29
TOTAL GERAL,RN,758157079.4609873,2020-02-29
TOTAL GERAL,RO,314366308.42643374,2020-02-29
TOTAL GERAL,RR,146792725.14833468,2020-02-29
TOTAL GERAL,RS,5589802414.37817,2020-02-29
TOTAL GERAL,SC,5091098026.88765,2020-02-29
TOTAL GERAL,SE,488005382.83363175,2020-02-29
TOTAL GERAL,SP,44486954259.33452,2020-02-29
TOTAL GERAL,TO,322570200.1652027,2020-02-29
TOTAL GERAL,AC,167681509.9954939,2020-03-31
TOTAL GERAL,AL,465736565.3617218,2020-03-31
TOTAL GERAL,AM,1184082816.073911,2020-03-31
TOTAL GERAL,AP,118503773.99460645,2020-03-31
TOTAL GERAL,BA,2758625146.2985387,2020-03-31
TOTAL GERAL,CE,1905100973.0408258,2020-03-31
TOTAL GERAL,DF,8800157970.306181,2020-03-31
TOTAL GERAL,ES,1789214804.6928093,2020-03-31
TOTAL GERAL,GO,1658389500.6925087,2020-03-31
TOTAL GERAL,MA,945844014.9998692,2020-03-31
TOTAL GERAL,MG,6977283708.09559,2020-03-31
TOTAL GERAL,MS,753019034.2040955,2020-03-31
TOTAL GERAL,MT,1107851922.098362,2020-03-31
TOTAL GERAL,PA,1369293605.2904594,2020-03-31
TOTAL GERAL,PB,749156926.4272218,2020-03-31
TOTAL GERAL,PE,2292220941.8928876,2020-03-31
TOTAL GERAL,PI,469886303.18119067,2020-03-31
TOTAL GERAL,PR,6243593626.374174,2020-03-31
TOTAL GERAL,RJ,15802283076.82264,2020-03-31
TOTAL GERAL,RN,649657159.6295489,2020-03-31
TOTAL GERAL,RO,373682263.5389422,2020-03-31
TOTAL GERAL,RR,153811805.3800188,2020-03-31
TOTAL GERAL,RS,5243845825.398851,2020-03-31
TOTAL GERAL,SC,5063144786.048523,2020-03-31
TOTAL GERAL,SE,475552446.1629038,2020-03-31
TOTAL GERAL,SP,41871250742.38833,2020-03-31
TOTAL GERAL,TO,328637711.44981027,2020-03-31
TOTAL GERAL,AC,140554498.18703082,2020-04-30
TOTAL GERAL,AL,376099534.66386354,2020-04-30
TOTAL GERAL,AM,1129736282.9951952,2020-04-30
TOTAL GERAL,AP,106874379.24071059,2020-04-30
TOTAL GERAL,BA,2192306984.431651,2020-04-30
TOTAL GERAL,CE,1527245529.814244,2020-04-30
TOTAL GERAL,DF,8150957873.34903,2020-04-30
TOTAL GERAL,ES,1582020500.7910204,2020-04-30
TOTAL GERAL,GO,1271839535.4169426,2020-04-30
TOTAL GERAL,MA,978260738.6580896,2020-04-30
TOTAL GERAL,MG,6312414953.764776,2020-04-30
TOTAL GERAL,MS,678171557.0075215,2020-04-30
TOTAL GERAL,MT,1010154087.4835998,2020-04-30
TOTAL GERAL,PA,1161110583.9141593,2020-04-30
TOTAL GERAL,PB,567370493.7161874,2020-04-30
TOTAL GERAL,PE,1862916011.190374,2020-04-30
TOTAL GERAL,PI,380048679.91120243,2020-04-30
TOTAL GERAL,PR,5043565969.258025,2020-04-30
TOTAL GERAL,RJ,18372548986.446342,2020-04-30
TOTAL GERAL,RN,577686529.9497663,2020-04-30
TOTAL GERAL,RO,293259346.5502258,2020-04-30
TOTAL GERAL,RR,124020479.66005133,2020-04-30
TOTAL GERAL,RS,4439432375.741065,2020-04-30
TOTAL GERAL,SC,4208429802.2499137,2020-04-30
TOTAL GERAL,SE,435085449.3955297,2020-04-30
TOTAL GERAL,SP,37973040767.455574,2020-04-30
TOTAL GERAL,TO,259055842.227908,2020-04-30
TOTAL GERAL,AC,81335860.81475475,2020-05-31
TOTAL GERAL,AL,240850904.11102846,2020-05-31
TOTAL GERAL,AM,647829690.3979995,2020-05-31
TOTAL GERAL,AP,70288029.00717618,2020-05-31
TOTAL GERAL,BA,1536068015.0318077,2020-05-31
TOTAL GERAL,CE,1117411961.192925,2020-05-31
TOTAL GERAL,DF,8339592169.875891,2020-05-31
TOTAL GERAL,ES,1255245825.327731,2020-05-31
TOTAL GERAL,GO,1013452406.1850475,2020-05-31
TOTAL GERAL,MA,458060778.48049504,2020-05-31
TOTAL GERAL,MG,4582810388.387722,2020-05-31
TOTAL GERAL,MS,484519644.8216446,2020-05-31
TOTAL GERAL,MT,687520950.7310258,2020-05-31
TOTAL GERAL,PA,767072503.8576992,2020-05-31
TOTAL GERAL,PB,382274203.9711578,2020-05-31
TOTAL GERAL,PE,1208049579.870534,2020-05-31
TOTAL GERAL,PI,226283952.7487713,2020-05-31
TOTAL GERAL,PR,3865794598.8870993,2020-05-31
TOTAL GERAL,RJ,10822658622.982174,2020-05-31
TOTAL GERAL,RN,340896502.0363244,2020-05-31
TOTAL GERAL,RO,207749793.61292195,2020-05-31
TOTAL GERAL,RR,74456112.40633151,2020-05-31
TOTAL GERAL,RS,3459572611.1610293,2020-05-31
TOTAL GERAL,SC,3597336249.0947566,2020-05-31
TOTAL GERAL,SE,239962839.7042539,2020-05-31
TOTAL GERAL,SP,31548970344.541138,2020-05-31
TOTAL GERAL,TO,159287022.920555,2020-05-31
TOTAL GERAL,AC,104393526.90827751,2020-06-30
TOTAL GERAL,AL,325068273.0202616,2020-06-30
TOTAL GERAL,AM,830083075.1001589,2020-06-30
TOTAL GERAL,AP,88943549.18904023,2020-06-30
TOTAL GERAL,BA,1818014793.3217168,2020-06-30
TOTAL GERAL,CE,1234524415.0309494,2020-06-30
TOTAL GERAL,DF,8824360230.4023,2020-06-30
TOTAL GERAL,ES,1590088209.8991332,2020-06-30
TOTAL GERAL,GO,1300488545.9823287,2020-06-30
TOTAL GERAL,MA,567911310.1966258,2020-06-30
TOTAL GERAL,MG,5584560455.229484,2020-06-30
TOTAL GERAL,MS,637074205.4643983,2020-06-30
TOTAL GERAL,MT,927800448.9204288,2020-06-30
TOTAL GERAL,PA,888519260.9201856,2020-06-30
TOTAL GERAL,PB,476944644.68082875,2020-06-30
TOTAL GERAL,PE,1447254419.1292555,2020-06-30
TOTAL GERAL,PI,295429469.4955681,2020-06-30
TOTAL GERAL,PR,4437907418.275849,2020-06-30
TOTAL GERAL,RJ,11863617169.666582,2020-06-30
TOTAL GERAL,RN,411134480.543947,2020-06-30
TOTAL GERAL,RO,265846801.77850735,2020-06-30
TOTAL GERAL,RR,97574698.8378779,2020-06-30
TOTAL GERAL,RS,4443685878.742158,2020-06-30
TOTAL GERAL,SC,3654058032.7939167,2020-06-30
TOTAL GERAL,SE,325377939.15400994,2020-06-30
TOTAL GERAL,SP,33637901573.38693,2020-06-30
TOTAL GERAL,TO,179632070.9592801,2020-06-30
